timestamp,ecg_measurement
10865356,-0.175
10869268,-0.175
10873180,-0.18
10877100,-0.185
10881012,-0.185
10884940,-0.18
10888868,-0.175
10892788,-0.175
10896708,-0.175
10900628,-0.175
10904540,-0.17
10908444,-0.165
10912356,-0.165
10916276,-0.165
10920188,-0.16
10924100,-0.155
10928012,-0.155
10931940,-0.165
10935860,-0.17
10939780,-0.16
10943708,-0.15
10947628,-0.145
10951540,-0.145
10955464,-0.155
10959372,-0.165
10963300,-0.165
10967232,-0.165
10971148,-0.18
10975056,-0.175
10978968,-0.165
10982880,-0.17
10986796,-0.18
10990720,-0.185
10994632,-0.185
10998540,-0.185
11002460,-0.185
11006380,-0.175
11010304,-0.165
11014204,-0.165
11018112,-0.17
11022032,-0.18
11025948,-0.19
11029872,-0.19
11033792,-0.185
11037708,-0.18
11041616,-0.175
11045528,-0.175
11049448,-0.18
11053368,-0.185
11057280,-0.18
11061200,-0.175
11065108,-0.175
11069032,-0.18
11072956,-0.18
11076872,-0.175
11080764,-0.175
11084676,-0.175
11088592,-0.175
11092492,-0.18
11096420,-0.18
11100340,-0.17
11104252,-0.165
11108164,-0.165
11112076,-0.165
11115996,-0.175
11119916,-0.18
11123828,-0.175
11127732,-0.175
11131636,-0.18
11135564,-0.18
11139476,-0.175
11143396,-0.175
11147308,-0.175
11151220,-0.165
11155140,-0.155
11159060,-0.155
11162972,-0.16
11166904,-0.165
11170812,-0.165
11174728,-0.16
11178636,-0.155
11182548,-0.14
11186456,-0.125
11190372,-0.1
11194288,-0.075
11198212,-0.055
11202136,-0.035
11206056,-0.035
11209964,-0.04
11213876,-0.025
11217784,0
11221704,0.04
11225612,0.08
11229524,0.07
11233452,0.06
11237368,0.03
11241280,0
11245192,-0.02
11249116,-0.045
11253048,-0.055
11256960,-0.065
11260868,-0.07
11264792,-0.08
11268700,-0.11
11272608,-0.14
11276516,-0.165
11280440,-0.185
11284360,-0.185
11288280,-0.185
11292200,-0.19
11296120,-0.19
11300040,-0.185
11303952,-0.19
11307856,-0.2
11311776,-0.19
11315684,-0.16
11319596,-0.16
11323500,-0.17
11327412,-0.155
11331324,-0.13
11335236,-0.03
11339148,0.095
11343076,0.45
11346996,0.875
11350908,1.325
11354828,1.79
11358748,1.965
11362652,2.1
11366580,1.925
11370476,1.72
11374396,1.22
11378316,0.705
11382236,0.34
11386156,-0.01
11390076,-0.14
11393988,-0.255
11397908,-0.175
11401828,-0.11
11405748,-0.145
11409660,-0.175
11413572,-0.195
11417484,-0.215
11421396,-0.225
11425316,-0.23
11429236,-0.22
11433152,-0.22
11437068,-0.235
11440984,-0.24
11444896,-0.235
11448808,-0.235
11452712,-0.235
11456612,-0.23
11460508,-0.215
11464436,-0.21
11468348,-0.205
11472268,-0.205
11476188,-0.205
11480108,-0.195
11484012,-0.18
11487940,-0.165
11491868,-0.155
11495788,-0.145
11499708,-0.135
11503612,-0.13
11507516,-0.125
11511432,-0.11
11515340,-0.095
11519268,-0.08
11523196,-0.065
11527116,-0.04
11531036,-0.015
11534948,0.01
11538864,0.04
11542780,0.06
11546684,0.075
11550592,0.105
11554512,0.135
11558440,0.17
11562352,0.205
11566272,0.235
11570188,0.265
11574104,0.275
11578016,0.285
11581920,0.3
11585840,0.32
11589736,0.36
11593640,0.385
11597556,0.385
11601468,0.37
11605396,0.34
11609308,0.31
11613228,0.285
11617148,0.245
11621072,0.19
11624980,0.135
11628900,0.085
11632828,0.035
11636732,-0.005
11640644,-0.04
11644572,-0.07
11648476,-0.1
11652404,-0.135
11656324,-0.155
11660244,-0.17
11664156,-0.185
11668084,-0.2
11672008,-0.205
11675924,-0.205
11679836,-0.21
11683756,-0.22
11687676,-0.225
11691596,-0.225
11695504,-0.225
11699412,-0.23
11703324,-0.235
11707248,-0.23
11711176,-0.225
11715100,-0.225
11719032,-0.23
11722948,-0.23
11726868,-0.225
11730792,-0.225
11734692,-0.23
11738616,-0.23
11742516,-0.215
11746440,-0.205
11750340,-0.215
11754264,-0.225
11758184,-0.225
11762104,-0.215
11766024,-0.2
11769936,-0.195
11773848,-0.195
11777768,-0.19
11781676,-0.185
11785596,-0.185
11789520,-0.2
11793444,-0.2
11797348,-0.195
11801272,-0.185
11805188,-0.175
11809108,-0.175
11813028,-0.175
11816932,-0.185
11820860,-0.2
11824772,-0.195
11828684,-0.185
11832604,-0.19
11836520,-0.2
11840420,-0.195
11844340,-0.185
11848272,-0.185
11852172,-0.19
11856084,-0.19
11860004,-0.185
11863900,-0.19
11867816,-0.205
11871736,-0.195
11875652,-0.195
11879572,-0.195
11883476,-0.195
11887396,-0.195
11891316,-0.195
11895244,-0.21
11899164,-0.22
11903080,-0.2
11906996,-0.185
11910916,-0.195
11914836,-0.205
11918756,-0.205
11922652,-0.2
11926568,-0.19
11930484,-0.185
11934412,-0.19
11938340,-0.195
11942252,-0.195
11946172,-0.195
11950092,-0.195
11954004,-0.195
11957924,-0.195
11961844,-0.195
11965772,-0.195
11969676,-0.195
11973588,-0.195
11977500,-0.195
11981432,-0.195
11985348,-0.19
11989268,-0.185
11993180,-0.185
11997096,-0.19
12001016,-0.195
12004928,-0.195
12008848,-0.19
12012768,-0.185
12016684,-0.185
12020600,-0.185
12024512,-0.18
12028432,-0.175
12032352,-0.165
12036272,-0.165
12040188,-0.17
12044092,-0.175
12047996,-0.18
12051900,-0.18
12055812,-0.175
12059724,-0.175
12063628,-0.175
12067540,-0.17
12071460,-0.16
12075372,-0.155
12079292,-0.16
12083196,-0.155
12087124,-0.135
12091044,-0.115
12094964,-0.09
12098876,-0.065
12102796,-0.05
12106700,-0.05
12110612,-0.065
12114524,-0.055
12118444,-0.02
12122364,0.01
12126276,0.04
12130196,0.06
12134116,0.075
12138044,0.05
12141964,0
12145884,-0.025
12149804,-0.04
12153716,-0.06
12157636,-0.085
12161548,-0.085
12165444,-0.075
12169376,-0.1
12173280,-0.14
12177180,-0.165
12181092,-0.19
12185016,-0.195
12188940,-0.2
12192864,-0.205
12196780,-0.2
12200684,-0.19
12204604,-0.185
12208516,-0.185
12212444,-0.18
12216368,-0.175
12220284,-0.175
12224204,-0.19
12228132,-0.19
12232056,-0.13
12235968,-0.045
12239884,0.11
12243804,0.355
12247708,0.805
12251628,1.255
12255548,1.71
12259476,1.99
12263400,2.01
12267312,1.895
12271232,1.61
12275152,1.215
12279080,0.71
12282988,0.31
12286904,0.01
12290824,-0.155
12294736,-0.225
12298636,-0.215
12302548,-0.16
12306468,-0.155
12310380,-0.175
12314300,-0.2
12318212,-0.225
12322132,-0.235
12326060,-0.24
12329980,-0.245
12333900,-0.25
12337820,-0.255
12341736,-0.26
12345628,-0.26
12349524,-0.255
12353436,-0.255
12357356,-0.255
12361268,-0.245
12365200,-0.245
12369100,-0.245
12373028,-0.24
12376952,-0.23
12380852,-0.22
12384768,-0.215
12388680,-0.21
12392588,-0.2
12396500,-0.19
12400432,-0.175
12404360,-0.155
12408272,-0.135
12412200,-0.12
12416112,-0.115
12420032,-0.105
12423944,-0.085
12427864,-0.065
12431776,-0.045
12435688,-0.025
12439608,0
12443516,0.02
12447440,0.05
12451360,0.075
12455276,0.105
12459192,0.135
12463116,0.17
12467032,0.195
12470952,0.215
12474864,0.24
12478792,0.265
12482712,0.29
12486624,0.315
12490536,0.335
12494456,0.35
12498364,0.34
12502284,0.325
12506200,0.32
12510112,0.315
12514032,0.295
12517952,0.275
12521880,0.21
12525796,0.15
12529712,0.11
12533624,0.07
12537536,0.025
12541448,-0.015
12545360,-0.045
12549292,-0.075
12552196,-0.105
12557116,-0.125
12561048,-0.14
12564960,-0.16
12568876,-0.19
12572796,-0.21
12576712,-0.205
12580624,-0.205
12584532,-0.215
12588460,-0.225
12592388,-0.23
12596296,-0.235
12600208,-0.235
12604124,-0.225
12608036,-0.215
12611952,-0.215
12615868,-0.215
12619796,-0.215
12623700,-0.215
12627612,-0.215
12631516,-0.22
12635436,-0.225
12639360,-0.225
12643264,-0.215
12647180,-0.205
12651100,-0.205
12655020,-0.21
12658948,-0.21
12662872,-0.205
12666788,-0.205
12670700,-0.205
12674624,-0.2
12678532,-0.195
12682452,-0.195
12686364,-0.19
12690268,-0.18
12694188,-0.175
12698112,-0.185
12702036,-0.19
12705960,-0.185
12709872,-0.185
12713784,-0.185
12717704,-0.18
12721620,-0.17
12725532,-0.165
12729448,-0.17
12733356,-0.175
12737280,-0.18
12741200,-0.185
12745120,-0.185
12749040,-0.18
12752952,-0.175
12756872,-0.175
12760792,-0.175
12764704,-0.175
12768624,-0.18
12772544,-0.185
12776456,-0.19
12780364,-0.19
12784284,-0.185
12788196,-0.185
12792116,-0.185
12796036,-0.18
12799940,-0.175
12803868,-0.175
12807788,-0.18
12811700,-0.185
12815620,-0.185
12819532,-0.175
12823444,-0.165
12827364,-0.17
12831276,-0.18
12835196,-0.18
12839116,-0.175
12843036,-0.175
12846948,-0.175
12850868,-0.175
12854788,-0.175
12858700,-0.18
12862624,-0.18
12866532,-0.175
12870452,-0.17
12874372,-0.165
12878284,-0.16
12882196,-0.155
12886116,-0.155
12890032,-0.17
12893960,-0.18
12897888,-0.165
12901800,-0.155
12905696,-0.155
12909612,-0.155
12913524,-0.165
12917428,-0.17
12921356,-0.16
12925276,-0.155
12929188,-0.155
12933100,-0.155
12937012,-0.155
12940940,-0.155
12944860,-0.155
12948780,-0.155
12952692,-0.155
12956604,-0.15
12960508,-0.145
12964428,-0.145
12968348,-0.145
12972268,-0.125
12976188,-0.1
12980112,-0.07
12984036,-0.045
12987956,-0.045
12991880,-0.045
12995804,-0.04
12999724,-0.035
13003628,0
13007544,0.03
13011472,0.085
13015396,0.13
13019316,0.1
13023228,0.07
13027152,0.035
13031072,0
13034972,-0.005
13038892,-0.015
13042812,-0.03
13046724,-0.045
13050628,-0.055
13054540,-0.07
13058460,-0.1
13062388,-0.13
13066300,-0.15
13070220,-0.165
13074132,-0.175
13078044,-0.18
13081964,-0.17
13085884,-0.16
13089812,-0.155
13093716,-0.155
13097636,-0.16
13101548,-0.155
13105476,-0.145
13109408,-0.145
13113320,-0.145
13117236,-0.115
13121148,-0.065
13125080,0.055
13129000,0.22
13132892,0.58
13136804,1.01
13140708,1.46
13144632,1.915
13148548,2.045
13152472,2.105
13156380,1.935
13160304,1.73
13164224,1.24
13168140,0.73
13172064,0.3
13175980,-0.115
13179908,-0.17
13183832,-0.22
13187744,-0.19
13191656,-0.16
13195560,-0.155
13199468,-0.155
13203384,-0.19
13207292,-0.215
13211212,-0.215
13215136,-0.215
13219048,-0.22
13222960,-0.225
13226880,-0.225
13230792,-0.225
13234704,-0.225
13238628,-0.22
13242552,-0.215
13246452,-0.215
13250376,-0.215
13254288,-0.21
13258196,-0.205
13262108,-0.2
13266020,-0.195
13269932,-0.185
13273860,-0.175
13277772,-0.165
13281676,-0.155
13285604,-0.145
13289520,-0.135
13293436,-0.125
13297348,-0.115
13301280,-0.105
13305184,-0.095
13309100,-0.07
13313020,-0.045
13316940,-0.03
13320864,-0.015
13324776,0.005
13328684,0.03
13332596,0.05
13336500,0.075
13340428,0.105
13344348,0.135
13348268,0.155
13352180,0.175
13356104,0.205
13360020,0.235
13363944,0.25
13367852,0.265
13371756,0.295
13375668,0.315
13379564,0.33
13383484,0.34
13387416,0.335
13391332,0.325
13395256,0.31
13399184,0.29
13403084,0.26
13407004,0.22
13410924,0.16
13414844,0.115
13418756,0.07
13422656,0.035
13426560,0
13430472,-0.035
13434380,-0.075
13438300,-0.1
13442232,-0.11
13446136,-0.135
13450056,-0.165
13453980,-0.175
13457900,-0.18
13461820,-0.185
13465732,-0.19
13469648,-0.195
13473552,-0.195
13477472,-0.195
13481392,-0.2
13485312,-0.2
13489220,-0.195
13493136,-0.2
13497056,-0.21
13500972,-0.22
13504892,-0.22
13508796,-0.2
13512692,-0.185
13516604,-0.185
13520516,-0.185
13524428,-0.185
13528340,-0.185
13532244,-0.19
13536156,-0.19
13540068,-0.18
13543980,-0.17
13547884,-0.165
13551812,-0.165
13555732,-0.165
13559644,-0.165
13563556,-0.17
13567484,-0.175
13571396,-0.175
13575316,-0.17
13579228,-0.16
13583148,-0.155
13587060,-0.16
13590988,-0.165
13594916,-0.165
13598820,-0.165
13602724,-0.165
13606636,-0.165
13610544,-0.165
13614472,-0.165
13618400,-0.165
13622320,-0.165
13626236,-0.165
13630156,-0.16
13634076,-0.155
13637996,-0.16
13641916,-0.17
13645844,-0.175
13649756,-0.175
13653656,-0.175
13657568,-0.175
13661480,-0.17
13665392,-0.165
13669304,-0.17
13673216,-0.175
13677128,-0.175
13681044,-0.175
13684956,-0.175
13688868,-0.175
13692788,-0.175
13696700,-0.175
13700628,-0.175
13704544,-0.175
13708464,-0.18
13712368,-0.18
13716280,-0.17
13720208,-0.165
13724132,-0.17
13728052,-0.17
13731972,-0.165
13735884,-0.165
13739812,-0.165
13743732,-0.165
13747648,-0.17
13751568,-0.17
13755484,-0.165
13759408,-0.16
13763328,-0.155
13767256,-0.155
13771164,-0.16
13775084,-0.17
13779004,-0.18
13782928,-0.17
13786836,-0.155
13790756,-0.155
13794668,-0.155
13798580,-0.155
13801476,-0.16
13806416,-0.165
13810336,-0.165
13814256,-0.165
13818176,-0.165
13822104,-0.16
13826024,-0.155
13829952,-0.155
13833868,-0.155
13837792,-0.155
13841708,-0.15
13845620,-0.14
13849536,-0.135
13853452,-0.14
13857368,-0.135
13861280,-0.105
13865196,-0.08
13869112,-0.07
13873008,-0.055
13876928,-0.03
13880848,-0.015
13884764,-0.025
13888676,-0.025
13892580,-0.01
13896500,0.015
13900432,0.065
13904348,0.095
13908260,0.095
13912188,0.07
13916108,0.03
13920032,0
13923944,-0.025
13927864,-0.04
13931784,-0.05
13935692,-0.06
13939600,-0.07
13943516,-0.085
13947440,-0.1
13951360,-0.125
13955272,-0.155
13959180,-0.17
13963100,-0.18
13967028,-0.18
13970948,-0.175
13974864,-0.165
13978764,-0.155
13982668,-0.155
13986584,-0.155
13990492,-0.145
13994408,-0.145
13998328,-0.155
14002236,-0.16
14006152,-0.12
14010072,-0.065
14013992,0.055
14017916,0.24
14021840,0.695
14025748,1.15
14029652,1.61
14033568,1.965
14037488,2.045
14041392,2.03
14045320,1.805
14049228,1.48
14053156,0.98
14057080,0.54
14061004,0.185
14064920,-0.055
14068828,-0.165
14072740,-0.19
14076652,-0.125
14080556,-0.11
14084480,-0.15
14088404,-0.175
14092320,-0.195
14096224,-0.205
14100148,-0.205
14104068,-0.21
14107988,-0.22
14111916,-0.225
14115812,-0.23
14119728,-0.23
14123652,-0.225
14127564,-0.22
14131488,-0.215
14135404,-0.215
14139328,-0.215
14143244,-0.21
14147168,-0.205
14151088,-0.205
14154992,-0.2
14158900,-0.185
14162812,-0.17
14166724,-0.16
14170652,-0.15
14174572,-0.135
14178500,-0.125
14182420,-0.125
14186332,-0.115
14190256,-0.09
14194168,-0.07
14198088,-0.055
14202012,-0.035
14205928,-0.015
14209840,0
14213740,0.02
14217660,0.045
14221576,0.075
14225488,0.105
14229400,0.135
14233328,0.165
14237248,0.19
14241164,0.22
14245076,0.25
14248992,0.27
14252900,0.285
14256820,0.31
14260732,0.335
14264660,0.355
14268580,0.37
14272492,0.375
14276412,0.375
14280340,0.36
14284268,0.345
14288196,0.315
14292116,0.28
14296028,0.22
14299948,0.16
14303876,0.125
14307804,0.095
14311708,0.045
14315620,-0.005
14319532,-0.035
14323444,-0.065
14327360,-0.095
14331284,-0.125
14335208,-0.145
14339120,-0.165
14343028,-0.18
14346948,-0.195
14350880,-0.195
14354804,-0.195
14358716,-0.21
14362644,-0.225
14366556,-0.225
14370480,-0.225
14374396,-0.225
14378328,-0.225
14382256,-0.225
14386168,-0.225
14390088,-0.225
14394008,-0.225
14397932,-0.225
14401852,-0.22
14405772,-0.215
14409684,-0.215
14413604,-0.215
14417524,-0.215
14421444,-0.215
14425368,-0.215
14429280,-0.22
14433200,-0.225
14437124,-0.225
14441052,-0.22
14444980,-0.215
14448896,-0.21
14452816,-0.205
14456724,-0.2
14460652,-0.195
14464564,-0.19
14468488,-0.185
14472400,-0.185
14476308,-0.19
14480224,-0.195
14484148,-0.19
14488064,-0.18
14491992,-0.175
14495920,-0.175
14499832,-0.175
14503752,-0.18
14507668,-0.185
14511572,-0.19
14515496,-0.19
14519408,-0.185
14523320,-0.185
14527232,-0.19
14531152,-0.19
14535072,-0.185
14539000,-0.19
14542924,-0.205
14546840,-0.21
14550752,-0.205
14554672,-0.205
14558588,-0.205
14562512,-0.195
14566428,-0.185
14570336,-0.185
14574252,-0.185
14578176,-0.185
14582092,-0.19
14586020,-0.2
14589940,-0.21
14593864,-0.21
14597780,-0.205
14601692,-0.205
14605612,-0.205
14609524,-0.2
14613428,-0.195
14617340,-0.195
14621260,-0.195
14625192,-0.195
14629112,-0.195
14633024,-0.195
14636936,-0.2
14640848,-0.2
14644760,-0.195
14648668,-0.2
14652580,-0.2
14656496,-0.195
14660416,-0.195
14664344,-0.195
14668268,-0.195
14672184,-0.2
14676104,-0.205
14680016,-0.205
14683944,-0.2
14687868,-0.195
14691788,-0.19
14695704,-0.185
14699604,-0.18
14703516,-0.175
14707440,-0.175
14711364,-0.175
14715288,-0.175
14719208,-0.18
14723120,-0.18
14727020,-0.175
14730944,-0.17
14734864,-0.165
14738784,-0.155
14742692,-0.14
14746608,-0.115
14750512,-0.085
14754412,-0.07
14758328,-0.065
14762244,-0.065
14766148,-0.07
14770052,-0.05
14773964,-0.02
14777876,0.025
14781804,0.075
14785728,0.07
14789620,0.055
14793532,0.015
14797448,-0.02
14801364,-0.035
14805292,-0.055
14809208,-0.07
14813112,-0.085
14817028,-0.105
14820956,-0.125
14824888,-0.14
14828804,-0.155
14832712,-0.17
14836620,-0.185
14840540,-0.2
14844464,-0.215
14848388,-0.22
14852312,-0.22
14856220,-0.205
14860132,-0.195
14864052,-0.195
14867972,-0.19
14871896,-0.18
14875820,-0.175
14879732,-0.18
14883660,-0.16
14887580,-0.115
14891512,0.015
14895440,0.235
14899368,0.59
14903268,1.045
14907192,1.465
14911104,1.855
14915024,2.005
14918936,2.025
14922848,1.865
14926752,1.625
14930676,1.18
14934592,0.675
14938512,0.265
14942432,-0.115
14946356,-0.22
14950264,-0.275
14954180,-0.23
14958100,-0.175
14962012,-0.18
14965932,-0.19
14969844,-0.22
14973748,-0.245
14977676,-0.255
14981580,-0.265
14985508,-0.275
14989436,-0.28
14993356,-0.275
14997284,-0.27
15001204,-0.265
15005124,-0.265
15009044,-0.265
15012956,-0.26
15016876,-0.255
15020804,-0.255
15024724,-0.255
15028644,-0.25
15032556,-0.24
15036476,-0.23
15040388,-0.22
15044304,-0.21
15048224,-0.205
15052152,-0.195
15056068,-0.18
15059996,-0.165
15063908,-0.15
15067828,-0.135
15071740,-0.12
15075668,-0.105
15079588,-0.095
15083500,-0.075
15087424,-0.05
15091344,-0.025
15095264,-0.005
15099180,0.015
15103112,0.04
15107032,0.065
15110952,0.09
15114872,0.125
15118780,0.16
15122692,0.185
15126604,0.21
15130508,0.235
15134428,0.265
15138348,0.28
15142276,0.295
15146196,0.3
15150116,0.305
15154028,0.31
15157952,0.31
15161872,0.295
15165800,0.275
15169720,0.245
15173628,0.205
15177556,0.145
15181484,0.09
15185404,0.05
15189316,0.01
15193228,-0.02
15197140,-0.055
15201060,-0.09
15204984,-0.13
15208904,-0.165
15212820,-0.185
15216736,-0.19
15220652,-0.2
15224568,-0.215
15228476,-0.23
15232408,-0.24
15236320,-0.25
15240228,-0.26
15244144,-0.27
15248060,-0.28
15251980,-0.27
15255908,-0.255
15259836,-0.255
15263756,-0.255
15267668,-0.255
15271592,-0.26
15275508,-0.26
15279440,-0.255
15283376,-0.255
15287288,-0.255
15291208,-0.255
15295128,-0.265
15299052,-0.25
15302976,-0.245
15306888,-0.25
15310784,-0.25
15314696,-0.245
15318604,-0.24
15322524,-0.235
15326444,-0.23
